id,nfo_type,quantity,entry_price,exit_price,profit,placed_at,exited_at,strike,option_type,strategy_id,strategy_name,symbol,future_entry_price,future_exit_price,future_profit
62891,option,25,460.6,365.95,-2396.250000000001,2022-04-27 09:20:02.304018+00:00,2022-04-28 04:50:01.847241+00:00,35700,ce,3,BankNifty Pyramiding_10,BANKNIFTY,36093.950000000004,36034.0,-1818.7500000001091
62892,option,100,172.15,144.85,-2760.000000000001,2022-04-27 09:20:02.522685+00:00,2022-04-27 09:40:04.760068+00:00,16950,ce,101,Nifty50 Every Candle_21,NIFTY,17089.25,17056.0,-3645.0
62893,option,25,463.2,383.1,-2032.499999999999,2022-04-27 09:20:04.155710+00:00,2022-04-28 04:35:03.314377+00:00,35700,ce,7,BankNifty_Affordable_27_Trades,BANKNIFTY,36093.950000000004,36061.55,-1130.0000000000364
62894,option,100,172.45,144.85,-2789.9999999999995,2022-04-27 09:20:06.184869+00:00,2022-04-27 09:40:05.132600+00:00,16950,ce,41,"V 4 Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17089.25,17056.0,-3645.0
62895,option,100,172.4,151.3,-2139.9999999999995,2022-04-27 09:20:04.194563+00:00,2022-04-27 09:35:04.730838+00:00,16950,ce,99,Nifty50 Every Candle_15,NIFTY,17089.25,17056.35,-3610.0000000001455
62896,option,50,384.85,376.4,-452.5000000000023,2022-04-27 09:20:07.794597+00:00,2022-04-27 09:40:01.053107+00:00,35800,ce,98,BankNifty Every_Candle_35,BANKNIFTY,36093.950000000004,36092.9,-372.5000000001455
62897,option,25,460.0,385.0,-1905.0,2022-04-27 09:20:08.070645+00:00,2022-04-28 04:30:04.561607+00:00,35700,ce,100,BankNifty Every_Candle_87,BANKNIFTY,36093.950000000004,36057.75,-1225.0000000001091
62898,option,25,455.15,383.1,-1831.2499999999989,2022-04-27 09:25:01.186004+00:00,2022-04-28 04:35:03.314377+00:00,35700,ce,7,BankNifty_Affordable_27_Trades,BANKNIFTY,36096.0,36061.55,-1181.2499999999272
62899,option,25,455.15,385.0,-1783.7499999999995,2022-04-27 09:25:01.187355+00:00,2022-04-28 04:30:04.561607+00:00,35700,ce,100,BankNifty Every_Candle_87,BANKNIFTY,36096.0,36057.75,-1276.25
62900,option,25,455.15,365.95,-2259.9999999999995,2022-04-27 09:25:03.051984+00:00,2022-04-28 04:50:01.847241+00:00,35700,ce,3,BankNifty Pyramiding_10,BANKNIFTY,36096.0,36034.0,-1870.0
62901,option,50,383.8,376.4,-400.0000000000017,2022-04-27 09:25:03.044314+00:00,2022-04-27 09:40:01.053107+00:00,35800,ce,98,BankNifty Every_Candle_35,BANKNIFTY,36096.0,36092.9,-474.99999999992724
62902,option,100,168.2,165.5,-299.99999999999886,2022-04-27 09:25:03.817754+00:00,2022-04-28 04:30:01.281304+00:00,16950,ce,4,Nifty50 Pyramiding_10,NIFTY,17087.0,17105.7,1550.0000000000728
62903,option,100,168.2,144.85,-2364.9999999999995,2022-04-27 09:25:04.051075+00:00,2022-04-27 09:40:04.760068+00:00,16950,ce,101,Nifty50 Every Candle_21,NIFTY,17087.0,17056.0,-3420.0
62904,option,100,168.2,151.3,-1719.9999999999977,2022-04-27 09:25:05.426608+00:00,2022-04-27 09:35:04.730838+00:00,16950,ce,99,Nifty50 Every Candle_15,NIFTY,17087.0,17056.35,-3385.0000000001455
62905,option,100,168.2,144.85,-2364.9999999999995,2022-04-27 09:25:05.637933+00:00,2022-04-27 09:40:05.132600+00:00,16950,ce,41,"V 4 Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17087.0,17056.0,-3420.0
62906,option,100,168.2,144.7,-2380.0,2022-04-27 09:25:05.792697+00:00,2022-04-27 09:40:03.170282+00:00,16950,ce,40,"Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17087.0,17056.0,-3420.0
62907,option,100,172.15,165.5,-695.0000000000006,2022-04-27 09:30:00.699718+00:00,2022-04-28 04:30:01.281304+00:00,16950,ce,4,Nifty50 Pyramiding_10,NIFTY,17091.5,17105.7,1100.0000000000728
62908,option,100,172.15,151.3,-2114.9999999999995,2022-04-27 09:30:01.189243+00:00,2022-04-27 09:35:04.730838+00:00,16950,ce,99,Nifty50 Every Candle_15,NIFTY,17091.5,17056.35,-3835.0000000001455
62909,option,100,172.6,144.85,-2805.0,2022-04-27 09:30:02.882178+00:00,2022-04-27 09:40:04.760068+00:00,16950,ce,101,Nifty50 Every Candle_21,NIFTY,17091.5,17056.0,-3870.0
62910,option,25,495.3,385.0,-2787.5000000000005,2022-04-27 09:30:03.460956+00:00,2022-04-28 04:30:04.561607+00:00,35700,ce,100,BankNifty Every_Candle_87,BANKNIFTY,36149.0,36057.75,-2601.25
62911,option,25,495.3,383.1,-2834.9999999999995,2022-04-27 09:30:02.277179+00:00,2022-04-28 04:35:03.314377+00:00,35700,ce,7,BankNifty_Affordable_27_Trades,BANKNIFTY,36149.0,36061.55,-2506.2499999999272
62912,option,25,495.3,365.95,-3263.7500000000005,2022-04-27 09:30:04.356899+00:00,2022-04-28 04:50:01.847241+00:00,35700,ce,3,BankNifty Pyramiding_10,BANKNIFTY,36149.0,36034.0,-3195.0
62913,option,50,343.05,305.95,-1885.0000000000011,2022-04-27 09:30:04.273362+00:00,2022-04-27 09:40:01.053107+00:00,35900,ce,98,BankNifty Every_Candle_35,BANKNIFTY,36149.0,36092.9,-3124.9999999999272
62914,option,25,495.3,364.9,-3290.000000000001,2022-04-27 09:30:05.306410+00:00,2022-04-28 04:50:05.204506+00:00,35700,ce,26,BankNifty Pyramiding_11_26,BANKNIFTY,36149.0,36034.0,-3195.0
62915,option,25,430.2,365.95,-1636.25,2022-04-27 09:35:00.908652+00:00,2022-04-28 04:50:01.847241+00:00,35700,ce,3,BankNifty Pyramiding_10,BANKNIFTY,36060.0,36034.0,-970.0
62916,option,50,353.9,376.4,1095.0,2022-04-27 09:35:00.987163+00:00,2022-04-27 09:40:01.053107+00:00,35800,ce,98,BankNifty Every_Candle_35,BANKNIFTY,36060.0,36092.9,1325.0000000000728
62917,option,25,433.4,385.0,-1239.9999999999995,2022-04-27 09:35:02.732656+00:00,2022-04-28 04:30:04.561607+00:00,35700,ce,100,BankNifty Every_Candle_87,BANKNIFTY,36060.0,36057.75,-376.25
62918,option,100,190.1,184.05,-634.9999999999983,2022-04-27 09:35:03.172730+00:00,2022-04-27 09:40:04.760068+00:00,16900,ce,101,Nifty50 Every Candle_21,NIFTY,17056.35,17056.0,-354.9999999998545
62919,option,-100,163.1,107.8,-5560.0,2022-04-27 09:35:04.730838+00:00,2022-04-28 04:30:02.746206+00:00,17200,pe,99,Nifty50 Every Candle_15,NIFTY,17056.35,17105.7,-5255.000000000218
62920,option,25,452.25,385.0,-1711.25,2022-04-27 09:40:01.006461+00:00,2022-04-28 04:30:04.561607+00:00,35700,ce,100,BankNifty Every_Candle_87,BANKNIFTY,36092.9,36057.75,-1198.7500000000364
62921,option,-50,387.6,394.75,327.49999999999886,2022-04-27 09:40:01.053107+00:00,2022-04-27 09:50:14.668916+00:00,36400,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36092.9,36085.3,59.99999999992724
62922,option,-100,165.15,165.45,-1.7053025658242404e-12,2022-04-27 09:40:03.170282+00:00,2022-04-27 09:55:01.341692+00:00,17200,pe,40,"Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17056.0,17057.65,-485.0000000001455
62923,option,-100,164.5,107.8,-5700.0,2022-04-27 09:40:04.760068+00:00,2022-04-28 04:30:01.559916+00:00,17200,pe,101,Nifty50 Every Candle_21,NIFTY,17056.0,17105.7,-5290.000000000073
62924,option,-100,164.5,107.8,-5700.0,2022-04-27 09:40:03.530759+00:00,2022-04-28 04:30:02.746206+00:00,17200,pe,99,Nifty50 Every Candle_15,NIFTY,17056.0,17105.7,-5290.000000000073
62925,option,-100,164.5,172.05,725.0000000000011,2022-04-27 09:40:05.120486+00:00,2022-04-27 09:50:08.684476+00:00,17200,pe,12,Nifty50_Single_Call_11_MV,NIFTY,17056.0,17051.2,159.99999999992724
62926,option,-100,164.5,165.45,64.99999999999886,2022-04-27 09:40:05.132600+00:00,2022-04-27 09:55:01.404816+00:00,17200,pe,41,"V 4 Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17056.0,17057.65,-485.0000000001455
62927,option,-50,96.2,103.05,312.4999999999997,2022-04-27 09:40:03.157418+00:00,2022-04-27 09:50:01.192674+00:00,17100,pe,27,Alice Blue Nifty Single Call MV:11,NIFTY,17056.0,17051.2,-80.00000000003638
62928,option,-100,168.9,165.45,-375.0000000000017,2022-04-27 09:45:01.520750+00:00,2022-04-27 09:55:01.341692+00:00,17200,pe,40,"Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17050.95,17057.65,-990.0000000000728
62929,option,-100,168.9,107.8,-6140.000000000001,2022-04-27 09:45:01.572512+00:00,2022-04-28 04:30:01.559916+00:00,17200,pe,101,Nifty50 Every Candle_21,NIFTY,17050.95,17105.7,-5795.0
62930,option,-100,168.75,107.8,-6125.0,2022-04-27 09:45:03.079999+00:00,2022-04-28 04:30:02.746206+00:00,17200,pe,99,Nifty50 Every Candle_15,NIFTY,17050.95,17105.7,-5795.0
62931,option,-100,168.75,165.45,-360.00000000000114,2022-04-27 09:45:03.143803+00:00,2022-04-27 09:55:01.404816+00:00,17200,pe,41,"V 4 Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17050.95,17057.65,-990.0000000000728
62932,option,-50,392.4,394.75,87.50000000000114,2022-04-27 09:45:04.051206+00:00,2022-04-27 09:50:14.668916+00:00,36400,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36084.9,36085.3,-340.00000000007276
62933,option,25,450.4,385.0,-1664.9999999999995,2022-04-27 09:45:04.931656+00:00,2022-04-28 04:30:04.561607+00:00,35700,ce,100,BankNifty Every_Candle_87,BANKNIFTY,36084.9,36057.75,-998.7500000000364
62934,option,25,447.25,364.9,-2088.7500000000005,2022-04-27 09:45:06.021565+00:00,2022-04-28 04:50:05.204506+00:00,35700,ce,26,BankNifty Pyramiding_11_26,BANKNIFTY,36084.9,36034.0,-1592.5000000000364
62935,option,-100,170.4,107.8,-6290.000000000001,2022-04-27 09:50:01.375631+00:00,2022-04-28 04:30:01.559916+00:00,17200,pe,101,Nifty50 Every Candle_21,NIFTY,17051.2,17105.7,-5770.0
62936,option,-100,170.35,107.8,-6285.0,2022-04-27 09:50:02.039104+00:00,2022-04-28 04:30:02.746206+00:00,17200,pe,99,Nifty50 Every Candle_15,NIFTY,17051.2,17105.7,-5770.0
62937,option,100,181.5,189.5,770.0,2022-04-27 09:50:09.676552+00:00,2022-04-28 05:15:07.075225+00:00,16900,ce,9,Nifty50 Affordable_9,NIFTY,17051.2,17083.3,2889.9999999998545
62938,option,50,79.6,66.9,-664.9999999999994,2022-04-27 09:50:01.192674+00:00,2022-04-28 05:20:00.415779+00:00,17050,ce,27,Alice Blue Nifty Single Call MV:11,NIFTY,17051.2,17084.05,1322.4999999999272
62939,option,100,181.95,190.55,830.0000000000023,2022-04-27 09:50:08.684476+00:00,2022-04-28 05:20:04.249389+00:00,16900,ce,12,Nifty50_Single_Call_11_MV,NIFTY,17051.2,17084.05,2964.9999999998545
62940,option,25,449.0,365.95,-2106.2500000000005,2022-04-27 09:50:10.215437+00:00,2022-04-28 04:50:01.847241+00:00,35700,ce,3,BankNifty Pyramiding_10,BANKNIFTY,36085.3,36034.0,-1602.5000000000728
62941,option,50,372.65,300.0,-3662.499999999999,2022-04-27 09:50:14.668916+00:00,2022-04-28 04:30:04.650431+00:00,35800,ce,98,BankNifty Every_Candle_35,BANKNIFTY,36085.3,36057.75,-1697.5000000001455
62942,option,25,449.0,385.0,-1630.0,2022-04-27 09:50:14.396305+00:00,2022-04-28 04:30:04.561607+00:00,35700,ce,100,BankNifty Every_Candle_87,BANKNIFTY,36085.3,36057.75,-1008.7500000000728
62943,option,25,454.55,364.9,-2271.250000000001,2022-04-27 09:50:15.681809+00:00,2022-04-28 04:50:05.204506+00:00,35700,ce,26,BankNifty Pyramiding_11_26,BANKNIFTY,36085.3,36034.0,-1602.5000000000728
62944,option,100,187.15,188.7,124.9999999999983,2022-04-27 09:55:01.404816+00:00,2022-04-28 05:15:06.516795+00:00,16900,ce,41,"V 4 Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17057.65,17083.3,2244.9999999997817
62945,option,100,187.15,190.65,320.0,2022-04-27 09:55:01.341692+00:00,2022-04-28 05:15:01.981867+00:00,16900,ce,40,"Nifty50 Pyramiding_12,14,100, MV:12",NIFTY,17057.65,17083.3,2244.9999999997817
62946,option,-100,165.55,107.8,-5805.000000000002,2022-04-27 09:55:03.018420+00:00,2022-04-28 04:30:01.559916+00:00,17200,pe,101,Nifty50 Every Candle_21,NIFTY,17057.65,17105.7,-5124.999999999927
62947,option,-100,165.55,107.8,-5805.000000000002,2022-04-27 09:55:03.173021+00:00,2022-04-28 04:30:02.746206+00:00,17200,pe,99,Nifty50 Every Candle_15,NIFTY,17057.65,17105.7,-5124.999999999927
62948,option,25,483.65,365.95,-2972.4999999999995,2022-04-27 09:55:03.738755+00:00,2022-04-28 04:50:01.847241+00:00,35700,ce,3,BankNifty Pyramiding_10,BANKNIFTY,36126.05,36034.0,-2621.2500000000728
62949,option,100,187.0,189.5,220.0,2022-04-27 09:55:03.398027+00:00,2022-04-28 05:15:07.075225+00:00,16900,ce,9,Nifty50 Affordable_9,NIFTY,17057.65,17083.3,2244.9999999997817
62950,option,25,483.65,385.0,-2496.2499999999995,2022-04-27 09:55:04.987227+00:00,2022-04-28 04:30:04.561607+00:00,35700,ce,100,BankNifty Every_Candle_87,BANKNIFTY,36126.05,36057.75,-2027.5000000000728
62951,option,25,483.65,364.9,-2998.75,2022-04-27 09:55:05.610175+00:00,2022-04-28 04:50:05.204506+00:00,35700,ce,26,BankNifty Pyramiding_11_26,BANKNIFTY,36126.05,36034.0,-2621.2500000000728
62952,option,50,331.75,223.3,-5452.499999999999,2022-04-27 09:55:05.014322+00:00,2022-04-28 04:30:04.650431+00:00,35900,ce,98,BankNifty Every_Candle_35,BANKNIFTY,36126.05,36057.75,-3735.0000000001455
62956,option,-50,397.15,394.0,-187.49999999999886,2022-04-28 04:30:11.763970+00:00,2022-04-28 05:30:05.037736+00:00,35900,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36057.75,36055.0,-182.5
62961,option,100,184.35,173.05,-1159.9999999999982,2022-04-28 04:35:02.690580+00:00,2022-04-28 05:15:05.095572+00:00,17100,ce,99,Nifty50 Every Candle_15,NIFTY,17107.15,17083.3,-2705.0000000002183
62962,option,-50,390.0,394.0,170.0,2022-04-28 04:35:04.149383+00:00,2022-04-28 05:30:05.037736+00:00,35900,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36061.55,36055.0,7.500000000145519
62966,option,100,188.0,173.05,-1524.9999999999989,2022-04-28 04:40:02.127113+00:00,2022-04-28 05:15:05.095572+00:00,17100,ce,99,Nifty50 Every Candle_15,NIFTY,17115.5,17083.3,-3540.0000000000728
62968,option,-50,386.3,394.0,354.99999999999943,2022-04-28 04:40:03.770752+00:00,2022-04-28 05:30:05.037736+00:00,35900,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36061.35,36055.0,-2.5000000000727596
62972,option,100,184.6,173.05,-1184.9999999999982,2022-04-28 04:45:02.785251+00:00,2022-04-28 05:15:05.095572+00:00,17100,ce,99,Nifty50 Every Candle_15,NIFTY,17107.0,17083.3,-2690.0000000000728
62973,option,-50,390.6,394.0,139.99999999999886,2022-04-28 04:45:04.243381+00:00,2022-04-28 05:30:05.037736+00:00,35900,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36052.05,36055.0,-467.4999999998545
62977,option,-50,359.0,355.5,-205.0,2022-04-28 04:50:03.538948+00:00,2022-04-28 05:30:05.037736+00:00,35800,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36034.0,36055.0,-1370.0
62979,option,100,185.0,173.05,-1224.9999999999989,2022-04-28 04:50:05.986428+00:00,2022-04-28 05:15:05.095572+00:00,17100,ce,99,Nifty50 Every Candle_15,NIFTY,17106.1,17083.3,-2599.9999999999272
62983,option,-50,397.45,394.0,-202.49999999999943,2022-04-28 04:55:02.506489+00:00,2022-04-28 05:30:05.037736+00:00,35900,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36046.0,36055.0,-770.0
62986,option,100,186.05,173.05,-1330.0,2022-04-28 04:55:06.044531+00:00,2022-04-28 05:15:05.095572+00:00,17100,ce,99,Nifty50 Every Candle_15,NIFTY,17109.8,17083.3,-2970.0
62990,option,-50,367.85,355.5,-647.5000000000011,2022-04-28 05:00:02.285715+00:00,2022-04-28 05:30:05.037736+00:00,35800,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36021.0,36055.0,-2020.0
62993,option,100,183.25,173.05,-1049.9999999999989,2022-04-28 05:00:02.689526+00:00,2022-04-28 05:15:05.095572+00:00,17100,ce,99,Nifty50 Every Candle_15,NIFTY,17101.1,17083.3,-2099.9999999999272
62998,option,-50,375.75,355.5,-1042.5,2022-04-28 05:05:02.812797+00:00,2022-04-28 05:30:05.037736+00:00,35800,pe,98,BankNifty Every_Candle_35,BANKNIFTY,36005.0,36055.0,-2820.0
